Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD0380,BL_Device Care and Maintenance,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,Webinar,1,Beginner,Physician,English (United Kingdom),,No,No,BD0269,YES,Nazeerah Ramdhian-Demery,6/11/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD8098,v9.33 BD Alaris™ Anesthesia Mode: BD Alaris™ System with Guardrails Suite MX Training,Medication Management Solutions,MMS,Medication Management,Qualiopi,Blended,0.5,Beginner,,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD6880,Profile and Non-Profile mode workflows (~17 minutes),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,3,Expert,Nurse,English (United States),United States,No,Yes,,YES,Joel Roney,9/28/23,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD0516,BD Rowa™ Vmotion - Strategietraining (Eigentümer) - DE,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,20,Intermediate,Pharmacist,Deutsch (de) - German,Germany,No,No,BD0261,YES,Dominik Bandel,4/15/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD0485,ERPIUP,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,Webinar,0.5,Advanced,,Italiano (it) - Italian,Italy,No,No,,YES,Nazeerah Ramdhian-Demery,3/18/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD2074,BD Rowa™ 2. Einlagerungsband,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Expert,Nurse|Physician,Deutsch (de) - German,Germany,No,No,,YES,Dominik Bandel,4/8/24,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD3164,BD Vacutainer® PrecisionGlide™ -vakuuminäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,2,Advanced,Pharmacist|System Manager,Suomi (fi) - Finnish,Finland,No,No,,YES,Linda Vinberg,10/26/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD7993,BD Pyxis ES v1.7.1 / CII Safe ES - LCR,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,1,Intermediate,Pharmacist|System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD1053,BD Bodyguard™ Pain Manager Clinical Overview (DK),Medication Management Solutions,MMS,Medication Management,BDLA,Blended,1,Expert,Pharmacist|System Manager,Dansk (da) - Danish,Denmark,No,No,BD0661,YES,Jane Lovette,4/4/25,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD6526,BD Anti-Run Dry™ (ARD) IV sets Points to Practice,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,2,Intermediate,Physician,English (United Kingdom),United Kingdom,No,No,,YES,Nazeerah Ramdhian-Demery,9/8/25,"Module on BD Eclipse™ safety needle systems for blood collection and injection. Reviews safety activation mechanisms, disposal requirements, and occupational exposure prevention."
BD2004,BD Alaris™ System Guides and Manuals for Clinical and Hospital Users,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,0.5,Advanced,ICU Specialist,English (United States),United States,No,No,,YES,Joel Roney,11/15/23,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD3563,BL_Nexiva 2 Q-Syte,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,3,Intermediate,Pharmacist|System Manager,English (United Kingdom),Belgium,No,No,,YES,Nazeerah Ramdhian-Demery,6/6/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD5245,Nurse/Clinician - Pyxis ES Link v1.3 for Nurses - CLP1190,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.25,Intermediate,Physician,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD3874,BD Alaris™ System: Syringe Reassembly Videos (~19 min),Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,3,Intermediate,System Manager,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD8643,MENA_Device Care and Maintenance,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Webinar,0.25,Beginner,System Manager,English (United Kingdom),,No,No,,YES,Nazeerah Ramdhian-Demery,1/28/26,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD5132,System Manager - Pyxis Supply System v11.7 Essentials (~2 hr 5 min),Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,20,Intermediate,Pharmacy Manager,English (United States),,No,No,,YES,Bala Murugan,10/25/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD0171,BD Microtainer® epruvete za prikupljanje krvi i BD Microtainer® MAP mikro epruveta za automatizirani,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Masterclass,2,Advanced,Physician,Hrvatski (hr) - Croatian,Croatia,No,Yes,BD0924,YES,Veronika  Bican,7/11/25,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD0081,BD Vacutainer® Луер адаптер за множество проби – Обучение на продукта,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Blended,2,Intermediate,,Български (bg) - Bulgarian,Bulgaria,Yes,Yes,,YES,Veronika  Bican,9/2/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6219,Leadership and Management – Coaching Others 2.0,Select Business,SB,Medication Management,Product Training,E-learning,1,Beginner,Pharmacist,English (United Kingdom),Select Country,No,Yes,BD0910,YES,Deleted User,4/21/21,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD7321,BD Rowa™ Vmax 160 - Manual input (EN),Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1,Beginner,Pharmacy Manager,English (United Kingdom),United Kingdom,No,No,,YES,Dominik Bandel,4/8/24,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD4854,BD Rowa™ Vmax Add-on  2ème tapis de chargement - FR,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,0.5,Advanced,ICU Specialist,Français (fr) - French,,Yes,Yes,BD0077,YES,Dominik Bandel,4/8/24,"Module avancé sur la configuration du Pyxis Enterprise Server : administration des utilisateurs, gestion des formulaires et analyse des rapports d'audit."
BD0216,DoD Pyxis ES Enterprise Server Training Series,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1,Intermediate,Pharmacist|System Manager,English (United Kingdom),United States,No,No,BD0527,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD5109,BD Preset™ štrcaljka za prikupljanje arterijske krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,0.5,Advanced,ICU Specialist,Hrvatski (hr) - Croatian,Croatia,Yes,Yes,BD0395,YES,Veronika  Bican,7/10/25,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD3327,DE_Peripherally Inserted Central Catheters_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,E-learning,0.5,Intermediate,Pharmacist|System Manager,Deutsch (de) - German,Germany,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,2/26/24,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD1806,BD Preset™ Eclipse™ artériás vérvételi fecskendő,Specimen Management,SM,Specimen Collection & Diagnostics,Product Training,Blended,0.25,Beginner,Pharmacy Manager,English (United Kingdom),Hungary,No,No,,YES,Veronika  Bican,1/19/26,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD3475,BD Rowa™ Select - Advantages of the upgrade - EN,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,0.25,Intermediate,,English (United Kingdom),United Kingdom,No,No,,YES,Dominik Bandel,4/15/24,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD4817,BD Hazardous Drug Safety,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,1.5,Intermediate,Physician,English (United Kingdom),United Kingdom,No,No,,YES,Nazeerah Ramdhian-Demery,12/23/25,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD1888,Best Practices zur Blutprobenentnahme über vaskuläre Zugangssysteme,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,0.25,Intermediate,ICU Specialist,English (United Kingdom),Germany,No,Yes,,YES,Edith Rothermel,10/9/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD3603,BD Pyxis Field Service Basic Training Class for BD PARTNERS (FIX100),Medication Management Solutions,MMS,Medication Management,Qualiopi,Blended,0.5,Intermediate,Pharmacy Manager,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Joel Roney,5/11/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD1545,Buyer - Pyxis Pharmogistics v1.0: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,Blended,2,Intermediate,Pharmacist,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7459,2 - Litmos Dojo - GREEN BELT 3.0,Select Business,SB,Medication Management,Product Training,E-learning,1,Intermediate,Physician,English (United Kingdom),Select Country,No,Yes,BD0779,YES,Deleted User,9/8/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD7764,BD PARTNER EDUCATION - What's New in BD Pyxis ES v1.7.4i,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,0.5,Beginner,ICU Specialist,English (United Kingdom),United States,No,Yes,BD0172,YES,Joel Roney,4/30/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD1639,Nivel avanzado de TTM U,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,On-site,2,Intermediate,Physician|ICU Specialist,Español (es) - Spanish,Spain,No,No,,YES,Louise Oakes,4/29/25,"Beginner-level introduction to BD TTM System components and clinical indications. Covers patient selection, device priming, and basic alarm management."
BD4934,Nivel básico de TTM U,Urology and Critical Care,UCC,Urology & Critical Care,Qualiopi,Blended,3,Advanced,Physician,Español (es) - Spanish,,Yes,Yes,,YES,Louise Oakes,3/27/25,"Expert-level certification pathway for TTM specialists. Includes case-based simulations, advanced hemodynamic monitoring, and protocol optimisation."
